	hashtag	time_(s)
29	#canbnk48	3362
30	#bnk48	3362
31	#eiei	3362
32	#jubjub	3362
33	#rukna	3362
0	#bnk48	3372
1	#ปล่อย	3372
2	#tusexyboy	3372
3	#เต็นสิค	3372
4	#valentinemyoshi	3372
5	#musicbnk48	3372
6	#jennisbnk48	3372
7	#bnk48	3372
8	#bnk48	3372
9	#ปล่อย	3372
10	#tusexyboy	3372
11	#punbnk48	3372
12	#canbnk48	3372
13	#bnk48	3372
14	#เฌอปราง	3372
15	#bnk48	3372
16	#canubemyvalentine	3372
17	#canbnk48	3372
18	#เกรียนแคนแคน	3372
19	#bnk48	3372
20	#bnk48	3372
21	#cherprangbnk48	3372
22	#jennisbnk48	3372
23	#bnk48	3372
24	#cherprangbnk48	3372
25	#bnk48	3372
0	#bnk48	3382
1	#canubemyvalentine	3382
2	#c…rt	3382
3	#punbnk48	3382
4	#bnk48	3382
5	#bnk48	3382
6	#truemoneyเสี่ยงทาย	3382
7	#capcher	3382
8	#cherprangbnk48	3382
9	#bnk48	3382
10	#เพลงหากิน	3382
11	#bnk48	3382
12	#janbnk48	3382
13	#janchan	3382
14	#bnk48	3382
15	#punbnk48rt	3382
16	#bnk48	3382
17	#cherprangbnk48	3382
18	#punbnk48	3382
19	#bnk48	3382
20	#bnk48gif	3382
21	#bnk48	3382
22	#punbnk48	3382
23	#katebnk48	3382
0	#bnk48	3393
1	#truepoint	3393
2	#bnk48xtrue	3393
3	#trueyou	3393
4	#tru…rt	3393
5	#ornbnk48	3393
6	#bnk48	3393
7	#bnk48sweetcall	3393
8	#bnk48	3393
9	#เพลงหากิน	3393
10	#bnk48	3393
11	#janbnk48	3393
12	#janchan	3393
13	#cherprangbnk48	3393
14	#bnk48	3393
15	#bnk48	3393
16	#truepoint	3393
17	#musicbnk48	3393
18	#bnk48	3393
0	#mobilebnk48	3403
1	#bnk48	3403
2	#เพลงหากิน	3403
3	#bnk48	3403
4	#janbnk48	3403
5	#janchan	3403
6	#jennisbnk48	3403
7	#bnk48	3403
8	#bemyboytheseries	3403
9	#bnk48	3403
10	#ปล่อย	3403
11	#tusexyboy	3403
12	#bnk48	3403
13	#mobilebnk48	3403
14	#kaimookbnk48	3403
15	#musicbnk48	3403
16	#janbnk48	3403
17	#janchan	3403
18	#bnk48	3403
19	#janurmyvalentine	3403
20	#แม้ว่าคนข้างๆจะคุยกันเสียงดังก็ตาม	3403
21	#musicbnk48	3403
22	#bnk48	3403
23	#punbnk48	3403
24	#bnk48	3403
0	#bnk48	3413
1	#punbnk48	3413
2	#janbnk48	3413
3	#เพื่อนร่วมทางthejourney	3413
4	#bnk48	3413
5	#piambnk48	3413
6	#bnk48rt	3413
7	#bnk48	3413
8	#ปล่อย	3413
9	#tusexyboy	3413
10	#bnk48	3413
11	#jaabnk48	3413
12	#bnk48	3413
13	#cherprangbnk48	3413
14	#bnk48	3413
15	#bnk48	3413
0	#musicbnk48	3423
1	#bnk48rt	3423
2	#bnk48	3423
3	#เทยเที่ยวไทย	3423
4	#bnk48	3423
5	#cherprangbnk48	3423
6	#bnk48	3423
7	#cherprangbnk48	3423
8	#punbnk48	3423
9	#bnk48	3423
10	#สามแยกปากหวาน	3423
11	#คุ๊กกี้เสี่ยงทาย	3423
0	#bnk48	3433
1	#ornbnk48	3433
2	#cherprangbnk48	3433
3	#izurinabnk48	3433
4	#bnk48	3433
5	#jennisbnk48	3433
6	#bnk48	3433
7	#pockyletssayit	3433
8	#นารา	3433
9	#bnk48	3433
10	#punbnk48	3433
11	#bnk48	3433
12	#truepoint	3433
13	#bnk48xtrue	3433
14	#trueyou	3433
15	#tru…rt	3433
16	#piambnk48	3433
17	#jibbnk48	3433
18	#bnk48rt	3433
19	#bnk48	3433
20	#mobilebnk48	3433
21	#bnk48	3433
22	#bnk48	3433
23	#cherprangbnk48	3433
0	#cherprangbnk48	3444
1	#bnk4…rt	3444
2	#คุกกี้เสี่ยงทาย	3444
3	#bnk48	3444
4	#bnk48	3444
5	#mobilebnk48	3444
6	#bnk48	3444
7	#punbnk48	3444
8	#bnk48	3444
9	#bnk48	3444
10	#punbnk48	3444
11	#bnk48	3444
12	#cherprangbnk48	3444
13	#cherprangbnk48	3444
14	#bnk48	3444
15	#bnk48	3444
16	#ปล่อย	3444
17	#tu	3444
18	#อีจันบันเทิง	3444
19	#mobilebnk48	3444
20	#bnk48	3444
21	#urmyornlyvalentine	3444
22	#ornbnk48	3444
23	#b…rt	3444
24	#bnk48	3444
25	#bnk48	3444
26	#cherprangbnk48	3444
27	#ornbnk48	3444
28	#punbnk48	3444
29	#jennisbnk48	3444
30	#mobilebnk48	3444
31	#musicbnk48	3444
0	#bnk48rt	3454
1	#เพลงหากิน	3454
2	#bnk48	3454
3	#janbnk48	3454
4	#janchan	3454
5	#valenoeyday	3454
6	#วันแห่งความอ๊บ	3454
7	#noeybnk48	3454
8	#bnk48	3454
9	#cherprangbnk48	3454
10	#musicbnk48	3454
11	#punbnk48	3454
12	#ปัญสิค…	3454
13	#jennisbnk48	3454
14	#punbnk48	3454
15	#bnk48	3454
0	#bnk48	3464
1	#cherprangbnk48	3464
2	#punbnk48	3464
3	#musicbnk48	3464
4	#mobilebnk48	3464
5	#ornbnk48	3464
6	#jennisbnk…rt	3464
7	#bnk48	3464
8	#bnk48	3464
9	#cherprangbnk48	3464
10	#bnk48	3464
11	#ปล่อย	3464
12	#tusexyboy	3464
13	#bnk48	3464
14	#ปล่อย	3464
15	#mobilebnk48	3464
16	#cherprangbnk48	3464
17	#bnk48	3464
18	#เฌอสิค	3464
19	#bnk48	3464
20	#cherprangbnk48	3464
21	#musicbnk48	3464
22	#punbnk48	3464
23	#bnk48	3464
0	#jennisbnk48	3474
1	#bnk48	3474
2	#bemyboytheseries	3474
3	#mobilebnk48	3474
4	#punbnk48	3474
5	#jennisbnk48	3474
6	#ornbnk48	3474
7	#cherprangbnk48	3474
8	#musicbnk4…rt	3474
9	#kaewbnk48	3474
10	#bnk48	3474
11	#bnk48	3474
12	#musicbnk48	3474
13	#punbnk48	3474
14	#cherprangbnk48	3474
15	#jennisbnk48	3474
16	#cherprangbnk48	3474
17	#ornbnk48	3474
18	#เพลงหากิน	3474
19	#bnk48	3474
20	#janbnk48	3474
21	#janchan	3474
22	#fortunecookie	3474
23	#bnk48	3474
0	#ลาดกระบัง	3484
1	#noeybnk48	3484
2	#bnk48	3484
3	#bnk48	3484
4	#truepointxbnk48	3484
5	#trueyou	3484
6	#truemoveh	3484
7	#punbnk48	3484
8	#jennisbnk48	3484
9	#mobilebnk48	3484
10	#musicbnk48	3484
11	#cherprangbnk4…rt	3484
12	#bnk48	3484
13	#วาเลนไทน์	3484
14	#แคปเฌอ	3484
15	#cherprangbnk48	3484
16	#bnk48	3484
17	#เฌอปราง	3484
18	#myvalentine	3484
19	#piambnk48	3484
20	#bnk48rt	3484
21	#bnk48	3484
0	#bnk48	3495
1	#mobilebnk48	3495
2	#punbnk48	3495
3	#อรตาหวาน	3495
4	#เนยน้ำหนึ่ง	3495
5	#ornbnk48	3495
6	#tarwaanbnk48	3495
7	#noeybnk48	3495
8	#namneungbnk48	3495
9	#bnk48…rt	3495
10	#namneungbnk48	3495
11	#bnk48	3495
12	#bnk48	3495
13	#punbnk48	3495
14	#mobilebnk48	3495
15	#kaewbnk48	3495
16	#bnk48	3495
17	#bnk48	3495
18	#punbnk48	3495
19	#bnk48	3495
20	#ปล่อย	3495
21	#tu	3495
0	#bnk48	3505
1	#truepointxbnk48	3505
2	#trueyou	3505
3	#truemoveh	3505
4	#punbnk48	3505
5	#jennisbnk48	3505
6	#mobilebnk48	3505
7	#musicbnk48	3505
8	#cherprangbnk4…rt	3505
9	#bnk48rt	3505
10	#punbnk48	3505
11	#bnk48	3505
12	#ปล่อย	3505
13	#bnk48	3505
14	#เฌอสิค	3505
15	#valentinemyoshi	3505
16	#cherprangbnk48	3505
17	#musicbnk48	3505
18	#bnk48	3505
19	#พี่เฌอกับน้องสิค	3505
20	#jennisbnk48	3505
21	#bnk48	3505
22	#punbnk48	3505
23	#bnk48	3505
0	#bnk48	3515
1	#canubemyvalentine	3515
2	#canbnk48	3515
3	#bn…rt	3515
4	#hbdmusicsmileday	3515
5	#bnk48	3515
6	#mobilebnk48	3515
7	#kaimookbnk48	3515
8	#musicbnk48	3515
9	#soon	3515
10	#bnk48	3515
11	#ควีนส์การ์ด	3515
12	#bnk48	3515
13	#bnk48	3515
14	#ornbnk48	3515
15	#cherprangbnk48	3515
16	#bnk48	3515
17	#mobilebnk48	3515
18	#bnk48	3515
19	#bnk48	3515
20	#bnk48	3515
0	#punbnk48	3525
1	#bnk48	3525
2	#cherprangbnk48	3525
3	#punbnk48	3525
4	#jennisbnk48	3525
5	#mobilebnk48	3525
6	#musicbnk48	3525
7	#ornbnk48	3525
8	#…rt	3525
9	#punbnk48	3525
10	#bnk48	3525
0	#น้ำหนึ่งเนย	3535
1	#bnk48	3535
2	#namneungbnk48	3535
3	#noeybnk48	3535
4	#bnk48	3535
5	#bnk4…rt	3535
0	#punbnk48	3545
1	#bnk48	3545
2	#jennisbnk48	3545
3	#bnk48	3545
4	#ปัญเจนนิษฐ์	3545
5	#bnk48	3545
6	#punbnk48	3545
7	#jennisbnk48	3545
8	#myvatentine…rt	3545
9	#punbnk48	3545
10	#bnk48	3545
11	#musicbnk48	3545
12	#bnk48	3545
13	#valentinemyoshi	3545
14	#punbnk48	3545
15	#bnk48	3545
0	#tarwaanbnk48	3556
1	#kaewbnk48	3556
2	#ornbnk48	3556
3	#namneungbnk48	3556
4	#noeybnk48	3556
5	#janbnk48	3556
6	#bnk48	3556
7	#ช…rt	3556
8	#bnk48	3556
9	#cherprangbnk48	3556
10	#bnk48	3556
11	#cherprangbnk48	3556
12	#bnk48	3556
13	#bnk48	3556
14	#bnk48foundermember	3556
15	#bnk48theater	3556
16	#bnk48thecampus	3556
17	#bnk481stc…rt	3556
18	#bnk48	3556
19	#ปล่อย	3556
20	#tusexyboy	3556
21	#bnk48	3556
22	#punbnk48	3556
23	#fortunecookie	3556
24	#bnk48	3556
25	#urmyornlyvalentine	3556
26	#ornbnk48	3556
27	#b…rt	3556
28	#cherprangbnk48	3556
29	#musicbnk48	3556
30	#punbnk48	3556
31	#ปัญสิค	3556
32	#เฌอสิค	3556
33	#bn…	3556
0	#bnk48	3566
1	#truepointxbnk48	3566
2	#trueyou	3566
3	#truemoveh	3566
4	#punbnk48	3566
5	#jennisbnk48	3566
6	#mobilebnk48	3566
7	#musicbnk48	3566
8	#cherprangbnk4…rt	3566
9	#bnk48	3566
10	#pockythailand	3566
11	#punbnk48	3566
12	#bnk48	3566
13	#bnk48	3566
14	#bnk48foundermember	3566
15	#bnk48theater	3566
16	#bnk48thecampus	3566
17	#bnk481stc…rt	3566
18	#punbnk48	3566
19	#bnk48	3566
20	#bnk48	3566
21	#mobilebnk48	3566
22	#kaimookbnk48	3566
23	#musicbnk48	3566
24	#namneungbnk48	3566
25	#noeybnk48	3566
26	#mobilebnk48	3566
27	#bnk48	3566
28	#สามแยกปากหวาน	3566
29	#punbnk48	3566
30	#bnk48	3566
31	#bnk48	3566
32	#ปล่อย	3566
0	#punbnk48	3576
1	#bnk48	3576
2	#เฌอสิค	3576
3	#valentinemyoshi	3576
4	#cherprangbnk48	3576
5	#musicbnk48	3576
6	#bnk48	3576
7	#พี่เฌอกับน้องสิค	3576
8	#แก้วตาหวาน	3576
9	#bnk48	3576
10	#truepoint	3576
11	#bnk48xtrue	3576
12	#trueyou	3576
13	#tru…rt	3576
14	#punbnk48	3576
15	#bnk48	3576
16	#น้ำหนึ่งเนย	3576
17	#namneungbnk48	3576
18	#noeybnk48	3576
19	#bnk48	3576
20	#pockythailand	3576
21	#punbnk48	3576
22	#bnk48	3576
23	#bnk48	3576
24	#truepointxbnk48	3576
25	#trueyou	3576
26	#truemoveh	3576
27	#punbnk48	3576
28	#jennisbnk48	3576
29	#mobilebnk48	3576
30	#musicbnk48	3576
31	#cherprangbnk4…	3576
0	#jennisbnk48	3586
1	#punbnk48	3586
2	#bnk48	3586
3	#bnk48	3586
4	#truepointxbnk48	3586
5	#trueyou	3586
6	#truemoveh	3586
7	#punbnk48	3586
8	#jennisbnk48	3586
9	#mobilebnk48	3586
10	#musicbnk48	3586
11	#cherprangbnk4…rt	3586
12	#bnk48	3586
13	#bnk48	3586
14	#punbnk48	3586
15	#เทยเที่ยวไทย	3586
16	#bnk48	3586
17	#ปล่อย	3586
18	#tusexyboy	3586
0	#punbnk48	3596
1	#bnk48	3596
2	#bnk48	3596
3	#punbnk48	3596
4	#musicbnk48	3596
5	#bnk48	3596
6	#bnk48	3596
7	#truepoint	3596
8	#bnk48xtrue	3596
9	#trueyou	3596
10	#tru…	3596
0	#janbnk48	3607
1	#janchan	3607
2	#bnk48	3607
3	#แก้วตาหวาน	3607
4	#cherprangbnk48	3607
5	#musicbnk48	3607
6	#punbnk48	3607
7	#ปัญสิค	3607
8	#เฌอสิค	3607
9	#bn…rt	3607
10	#cherprangbnk48	3607
11	#musicbnk48	3607
12	#punbnk48	3607
13	#ปัญสิค	3607
14	#เฌอสิค	3607
15	#bn…rt	3607
16	#bnk48	3607
17	#cherprangbnk48	3607
18	#punbnk48	3607
19	#bnk48	3607
20	#musicbnk48	3607
21	#bnk48	3607
22	#punbnk48	3607
23	#jennisbnk48	3607
24	#bnk48	3607
